Created Date,Agency,Complaint Type,Location Type,Street Name,City
March,DEP,Air Quality,,3 AVENUE,NEW YORK
March,HPD,HPD Literature Request,,,
March,DOT,Street Light Condition,,MADISON AVE BRIDGE,
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SEDGWICK AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NOSTRAND AVENUE,BROOKLYN
March,DSNY,Derelict Vehicles,Street,,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,ANDERSON AVENUE,BRONX
March,NYPD,Blocked Driveway,Street/Sidewalk,MORGAN AVENUE,BROOKLYN
March,NYPD,Illegal Parking,Street/Sidewalk,44 AVENUE,CORONA
March,DSNY,Derelict Vehicles,Street,OSBORN STREET,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   20 STREET,NEW YORK
March,DOT,Street Light Condition,,,BRONX
March,DOT,Street Light Condition,,,
March,DEP,Water System,,EAST   78 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,WEST 112 STREET,NEW YORK
March,DOHMH,Food Establishment,Restaurant/Bar/Deli/Bakery,2ND AVENUE,NEW YORK
March,DOT,Sidewalk Condition,Sidewalk,MARTENSE STREET,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,DITMARS BOULEVARD,EAST ELMHURST
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST   54 STREET,BROOKLYN
March,DEP,Noise,,PRESIDENT STREET,BROOKLYN
March,DOT,Street Condition,,ROCKAWAY PARKWAY,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,DECATUR AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
March,NYPD,Noise - Residential,Residential Building/House,FOX STREET,BRONX
March,DOHMH,Rodent,1-2 Family Dwelling,PUTNAM AVENUE,RIDGEWOOD
March,DSNY,Derelict Vehicles,Street,ROCKAWAY PARKWAY,BROOKLYN
March,TLC,For Hire Vehicle Complaint,Street,RIVINGTON STREET,NEW YORK
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WEST  178 STREET,NEW YORK
March,DCA,Consumer Complaint,,MONROE STREET,NEW YORK
March,DOT,Street Condition,,27 AVENUE,Flushing
March,DCA,Consumer Complaint,,NOSTRAND AVENUE,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,BLEECKER STREET,RIDGEWOOD
March,NYPD,Illegal Parking,Street/Sidewalk,9 AVENUE,COLLEGE POINT
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,BROADWAY,NEW YORK
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,EAST  177 STREET,BRONX
March,NYPD,Noise - Residential,Residential Building/House,EAST 137 STREET,BRONX
March,DOB,Building/Use,,164 DRIVE,Howard Beach
March,DEP,Noise,,,NEW YORK
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,ORCHARD STREET,NEW YORK
March,DEP,Noise,,WEST   38 STREET,NEW YORK
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,EAST  202 STREET,BRONX
March,HRA,Benefit Card Replacement,Address Outside of NYC,,
March,DOE,School Maintenance,School,EAST 100 STREET,BROOKLYN
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,28 AVENUE,Astoria
March,DEP,Water System,,KING STREET,NEW YORK
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WEST  143 STREET,NEW YORK
March,NYPD,Blocked Driveway,Street/Sidewalk,FORD STREET,BROOKLYN
March,HPD,GENERAL,RESIDENTIAL BUILDING,WEST  175 STREET,NEW YORK
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,WEST  138 STREET,NEW YORK
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,PACIFIC STREET,BROOKLYN
March,DOT,Street Condition,Street,,SPRINGFIELD GARDENS
March,DCA,Consumer Complaint,,CROSBY AVENUE,BRONX
March,NYPD,Noise - Commercial,Club/Bar/Restaurant,CHRISTOPHER STREET,NEW YORK
March,NYPD,Illegal Parking,Street/Sidewalk,FAIRVIEW AVENUE,RIDGEWOOD
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
March,NYPD,Noise - Residential,Residential Building/House,113 STREET,FOREST HILLS
March,DPR,New Tree Request,,GRAVESEND NECK ROAD,BROOKLYN
March,DEP,Noise,,,NEW YORK
March,NYPD,Noise - Vehicle,Street/Sidewalk,,NEW YORK
March,DOT,Street Condition,,211 STREET,Queens Village
March,DOT,Street Light Condition,,,
March,HPD,GENERAL,RESIDENTIAL BUILDING,NEW YORK AVENUE,BROOKLYN
March,DPR,Damaged Tree,,252ND STREET,BELLEROSE
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,HAVEMEYER STREET,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,MACDONALD AVENUE,BROOKLYN
March,HPD,APPLIANCE,RESIDENTIAL BUILDING,GRATTAN STREET,BROOKLYN
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
March,NYPD,Derelict Vehicle,Street/Sidewalk,203 STREET,HOLLIS
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
March,NYPD,Derelict Vehicle,Street/Sidewalk,,BROOKLYN
March,DSNY,Graffiti,Mixed Use,21 AVENUE,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BEACH   19 STREET,Far Rockaway
March,NYPD,Noise - Commercial,Store/Commercial,PROSPECT PLACE,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,SAINT MARYS STREET,BRONX
March,NYPD,Blocked Driveway,Street/Sidewalk,MACLAY AVENUE,BRONX
March,DOHMH,Rodent,3+ Family Mixed Use Building,AVENUE OF THE AMERICAS,NEW YORK
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,PARK PLACE,BROOKLYN
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,BROAD STREET,STATEN ISLAND
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,OLINVILLE AVENUE,BRONX
March,DEP,Sewer,,72 AVENUE,Forest Hills
March,HPD,GENERAL,RESIDENTIAL BUILDING,WEST  100 STREET,NEW YORK
March,DEP,Water Quality,,WEST  133 STREET,NEW YORK
March,DOT,Traffic Signal Condition,,,QUEENS
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST MARKS AVENUE,BROOKLYN
March,DSNY,Dirty Conditions,Sidewalk,,BRONX
March,NYPD,Illegal Parking,Street/Sidewalk,PACIFIC STREET,BROOKLYN
March,DPR,New Tree Request,Street,POST ROAD,BRONX
March,DPR,Damaged Tree,Street,VAN ZANDT AVENUE,LITTLE NECK
March,NYPD,Derelict Vehicle,Street/Sidewalk,170 STREET,JAMAICA
March,NYPD,Blocked Driveway,Street/Sidewalk,77 STREET,BROOKLYN
March,DOB,Building/Use,,HART STREET,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,60 STREET,BROOKLYN
March,DOHMH,Rodent,3+ Family Mixed Use Building,TROY AVENUE,BROOKLYN
March,DOHMH,Rodent,3+ Family Apt. Building,WEST 111TH STREET,NEW YORK
March,HPD,GENERAL,RESIDENTIAL BUILDING,38 AVENUE,Corona
March,DEP,Sewer,,,STATEN ISLAND
March,DSNY,Sanitation Condition,Street,,BROOKLYN
March,NYPD,Vending,Street/Sidewalk,CROWN STREET,BROOKLYN
March,DOT,Street Condition,Street,NEW YORK AVENUE,BROOKLYN
March,DOHMH,Rodent,Other (Explain Below),EAST 161ST STREET,BRONX
March,DOT,Street Condition,,,Jamaica
March,DOT,Broken Muni Meter,Street,EAST 18 STREET,NEW YORK
March,DPR,New Tree Request,Street,EAST 74 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,CALYER STREET,BROOKLYN
March,DOT,Street Light Condition,,LAFAYETTE AVENUE,BRONX
March,NYPD,Noise - Residential,Residential Building/House,WEST TREMONT AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
March,NYPD,Blocked Driveway,Street/Sidewalk,WELDON STREET,BROOKLYN
March,DEP,Water System,,62 STREET,BROOKLYN
March,NYPD,Noise - Vehicle,Street/Sidewalk,49 STREET,ASTORIA
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,WEST 147 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,WEST 131 STREET,NEW YORK
March,DOT,Street Sign - Damaged,Street,2 STREET,LONG ISLAND CITY
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MANHATTAN AVENUE,BROOKLYN
March,DOT,Traffic Signal Condition,,,Hollis
March,HPD,GENERAL,RESIDENTIAL BUILDING,CLARKE PLACE EAST,BRONX
March,DEP,Water System,,MACDOUGAL STREET,NEW YORK
March,DEP,Sewer,,203 STREET,Saint Albans
March,DOHMH,Food Poisoning,Restaurant/Bar/Deli/Bakery,CANAL STREET,NEW YORK
March,NYPD,Blocked Driveway,Street/Sidewalk,EAST 223 STREET,BRONX
March,DCA,Consumer Complaint,,STUYVESANT AVENUE,BROOKLYN
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,MILLER AVENUE,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
March,3-1-1,City Vehicle Placard Complaint,Roadway,75 AVENUE,OAKLAND GARDENS
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HILLSIDE AVENUE,NEW YORK
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,NEW YORK
March,DOB,Building/Use,,107 AVENUE,
March,NYPD,Blocked Driveway,Street/Sidewalk,INWOOD STREET,JAMAICA
March,DSNY,Dirty Conditions,Sidewalk,,NEW YORK
March,DOT,Street Condition,,AVENUE M,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,TILDEN AVENUE,BROOKLYN
March,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
March,HPD,APPLIANCE,RESIDENTIAL BUILDING,WEST  138 STREET,NEW YORK
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,EAST 29 STREET,NEW YORK
March,DOT,Street Light Condition,,RICHMOND PKWY,
March,TLC,Taxi Complaint,,70 STREET,MIDDLE VILLAGE
March,DOB,Building/Use,,GUNTHER AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
March,DOHMH,Indoor Air Quality,Commercial Building,THIRD AVENUE,NEW YORK
March,TLC,For Hire Vehicle Complaint,Street,EAST TREMONT AVENUE,
March,HPD,PLUMBING,RESIDENTIAL BUILDING,SENATOR STREET,BROOKLYN
March,HRA,Benefit Card Replacement,NYC Street Address,,
March,DEP,Water System,,WEST   55 STREET,NEW YORK
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST JOHNS PLACE,BROOKLYN
March,NYPD,Illegal Parking,Street/Sidewalk,MIDDAGH STREET,BROOKLYN
March,DOF,DOF Literature Request,,,
March,HPD,SAFETY,RESIDENTIAL BUILDING,WEST  118 STREET,NEW YORK
March,NYPD,Illegal Parking,Street/Sidewalk,,STATEN ISLAND
March,HRA,Benefit Card Replacement,NYC Street Address,,
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
March,NYPD,Derelict Vehicle,Street/Sidewalk,,SPRINGFIELD GARDENS
March,HPD,GENERAL,RESIDENTIAL BUILDING,WEST 88 STREET,NEW YORK
March,DSNY,Other Enforcement,Sidewalk,56 STREET,BROOKLYN
March,DOHMH,Rodent,Other (Explain Below),COLUMBUS AVENUE,NEW YORK
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,STUYVESANT STREET,NEW YORK
March,DEP,Sewer,,NOSTRAND AVENUE,BROOKLYN
March,DSNY,Sanitation Condition,Street,AVENUE T,BROOKLYN
March,HRA,Benefit Card Replacement,NYC Street Address,,
March,HPD,SAFETY,RESIDENTIAL BUILDING,130 STREET,Richmond Hill
March,DHS,Homeless Person Assistance,Store/Commercial,WEST 57 STREET,NEW YORK
March,DOB,General Construction/Plumbing,,GRAND AVENUE,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,FTELEY AVENUE,BRONX
March,TLC,For Hire Vehicle Complaint,Street,,NEW YORK
March,DHS,Homeless Person Assistance,Park/Playground,ADAM CLAYTON POWELL JUNIOR BOULEVARD,
March,DHS,Homeless Person Assistance,Street/Sidewalk,,BROOKLYN
March,DOB,Special Enforcement,,WILLOW STREET,BROOKLYN
March,TLC,Taxi Report,,,LONG ISLAND CITY
March,DOT,Broken Muni Meter,Street,EAST 188 STREET,BRONX
March,DOT,Sidewalk Condition,Sidewalk,WARD AVENUE,BRONX
March,DOT,Traffic Signal Condition,,,BROOKLYN
March,NYPD,Noise - Park,Park/Playground,WASHINGTON SQUARE NORTH,NEW YORK
March,NYPD,Noise - Commercial,Store/Commercial,,NEW YORK
March,DEP,Lead,,VANDERBILT AVENUE,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,48 STREET,BROOKLYN
March,NYPD,Illegal Parking,Street/Sidewalk,79 STREET,MIDDLE VILLAGE
March,NYPD,Non-Emergency Police Matter,Street/Sidewalk,SHEPHERD AVENUE,BROOKLYN
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CENTRAL AVENUE,Far Rockaway
March,HPD,PLUMBING,RESIDENTIAL BUILDING,CENTRAL AVENUE,Far Rockaway
March,HRA,Benefit Card Replacement,P.O. Box,,
March,DEP,Water System,,,BRONX
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CLAY AVENUE,BRONX
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,BROOKLYN
March,DPR,Root/Sewer/Sidewalk Condition,Street,COMMONWEALTH BOULEVARD,BELLEROSE
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,153 STREET,Flushing
March,NYPD,Derelict Vehicle,Street/Sidewalk,,JAMAICA
March,NYPD,Blocked Driveway,Street/Sidewalk,BROOK AVENUE,BRONX
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,HANCOCK STREET,BROOKLYN
March,DEP,Water System,,,
March,DOT,Traffic Signal Condition,,,STATEN ISLAND
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,51 STREET,BROOKLYN
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HORACE HARDING EXPRESSWAY,Corona
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,CASTLE HILL AVENUE,BRONX
March,DOT,Broken Muni Meter,Street,CHURCH AVENUE,BROOKLYN
March,HPD,GENERAL,RESIDENTIAL BUILDING,CARROLL STREET,BROOKLYN
March,NYPD,Noise - Commercial,Store/Commercial,,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  183 STREET,BRONX
March,DSNY,Sanitation Condition,Street,ROSS STREET,BROOKLYN
March,DSNY,Missed Collection (All Materials),Sidewalk,84 STREET,Howard Beach
March,NYPD,Blocked Driveway,Street/Sidewalk,15 AVENUE,BROOKLYN
March,DOT,Sidewalk Condition,Sidewalk,CORTELYOU ROAD,BROOKLYN
March,DOB,Special Enforcement,,33 STREET,Astoria
March,DOF,DOF Literature Request,,,
March,NYPD,Illegal Parking,Street/Sidewalk,AVENUE N,BROOKLYN
March,DOT,Street Light Condition,,,East Elmhurst
March,DOF,DOF Literature Request,,,
March,DOB,Building/Use,,101 AVENUE,Ozone Park
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WEST   11 STREET,NEW YORK
March,DOT,Sidewalk Condition,Sidewalk,EAST 78 STREET,NEW YORK
March,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,BEACH AVENUE,BRONX
March,HPD,GENERAL,RESIDENTIAL BUILDING,DE REIMER AVENUE,BRONX
March,DEP,Air Quality,,SPRINGFIELD BOULEVARD,Cambria Heights
March,NYPD,Noise - Residential,Residential Building/House,25 AVENUE,BROOKLYN
March,NYPD,Illegal Parking,Street/Sidewalk,61 STREET,MASPETH
March,DOHMH,Rodent,Commercial Building,JEROME AVE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,AMSTERDAM AVENUE,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,,NEW YORK
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   93 STREET,NEW YORK
March,DHS,Homeless Person Assistance,Park/Playground,MORNINGSIDE AVENUE,NEW YORK
March,DEP,Noise,,MORGAN AVENUE,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,EAST 98 STREET,BROOKLYN
March,DOHMH,Food Establishment,Restaurant/Bar/Deli/Bakery,ANNADALE ROAD,STATEN ISLAND
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LINDEN STREET,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,DAVIDSON AVENUE,BRONX
March,NYPD,Noise - Residential,Residential Building/House,OCEAN AVENUE,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,HILLSIDE AVENUE,NEW YORK
March,NYPD,Noise - Commercial,Club/Bar/Restaurant,GRAHAM AVENUE,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,WALTON AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,8 AVENUE,NEW YORK
March,DPR,Maintenance or Facility,Park,,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,MIDWOOD STREET,BROOKLYN
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,BASSFORD AVENUE,BRONX
March,DHS,Homeless Person Assistance,Residential Building/House,WEST 39 STREET,NEW YORK
March,TLC,Taxi Report,,GRAND STREET,BROOKLYN
March,NYPD,Noise - Vehicle,Street/Sidewalk,BEACH AVENUE,BRONX
March,DEP,Water System,,16 STREET,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  197 STREET,BRONX
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,WEST 6 STREET,BROOKLYN
March,NYPD,Illegal Parking,Street/Sidewalk,68TH ROAD,
March,NYPD,Blocked Driveway,Street/Sidewalk,162 STREET,FRESH MEADOWS
March,NYPD,Noise - Residential,Residential Building/House,WASHINGTON AVENUE,BRONX
March,NYPD,Illegal Parking,Street/Sidewalk,WEST 170 STREET,NEW YORK
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,WEST 156 STREET,NEW YORK
March,DOT,Street Light Condition,,OWLS HEAD PARK,
March,HPD,PLUMBING,RESIDENTIAL BUILDING,ST JOHNS PLACE,BROOKLYN
March,NYPD,Blocked Driveway,Street/Sidewalk,CORBIN PLACE,BROOKLYN
March,DOT,Street Light Condition,,,East Elmhurst
March,DOHMH,Illegal Animal Kept as Pet,Residence,65 PLACE,RIDGEWOOD
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,61 STREET,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NEILL AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  170 STREET,BRONX
March,NYPD,Illegal Parking,Street/Sidewalk,LITTLE NECK PARKWAY,LITTLE NECK
March,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,AUDUBON AVENUE,NEW YORK
March,DOB,General Construction/Plumbing,,ROOSEVELT AVENUE,Jackson Heights
March,DOB,Building/Use,,8 AVENUE,NEW YORK
March,DPR,Overgrown Tree/Branches,Street,76 STREET,JACKSON HEIGHTS
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ELMHURST AVENUE,Elmhurst
March,DOHMH,Rodent,3+ Family Apt. Building,34 AVENUE,Flushing
March,NYPD,Noise - Residential,Residential Building/House,RYER AVENUE,BRONX
March,DEP,Water System,,CENTRAL PARK WEST,NEW YORK
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
March,TLC,Taxi Report,,EAST 39 STREET,NEW YORK
March,DSNY,Derelict Bicycle,Street,EAST   13 STREET,NEW YORK
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,KINGSBRIDGE TERRACE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
March,DOF,DOF Property - Update Account,Property Address,,LITTLE NECK
March,DOT,Traffic Signal Condition,,,
March,DOT,Street Light Condition,,,BROOKLYN
March,HPD,GENERAL,RESIDENTIAL BUILDING,HOE AVENUE,BRONX
March,DEP,Noise,,FAIRMOUNT AVENUE,BRONX
March,DOB,Building/Use,,SPRINGFIELD BOULEVARD,Queens Village
March,HPD,APPLIANCE,RESIDENTIAL BUILDING,113 DRIVE,Queens Village
March,DSNY,Graffiti,Residential,EAST   90 STREET,NEW YORK
March,DOHMH,Beach/Pool/Sauna Complaint,Pool,BOWERY,NEW YORK
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SHERIDAN AVENUE,BRONX
March,DOT,Street Light Condition,,,
March,DEP,Noise,,GREENE AVENUE,BROOKLYN
March,DOF,DOF Property - Reduction Issue,Co-Op Unit,,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,YORK AVENUE,STATEN ISLAND
March,DOT,Street Light Condition,,,
March,DOT,Broken Muni Meter,Street,MYRTLE AVENUE,BROOKLYN
March,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WASHINGTON AVENUE,BRONX
March,DEP,Water Conservation,,TARGEE STREET,STATEN ISLAND
March,DEP,Water System,,,East Elmhurst
March,DOT,Street Condition,Street,ELVERTON AVENUE,STATEN ISLAND
March,NYPD,Blocked Driveway,Street/Sidewalk,GREENE AVENUE,BROOKLYN
March,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,51 AVENUE,CORONA
March,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,WEST  183 STREET,BRONX
March,NYPD,Noise - Commercial,Club/Bar/Restaurant,EAST 106 STREET,NEW YORK
March,DOT,Traffic Signal Condition,,,Flushing
March,DSNY,Sanitation Condition,Street,WEST   17 STREET,NEW YORK
March,DEP,Noise,,86 STREET,BROOKLYN
March,DOT,Street Light Condition,,,South Ozone Park
March,DOT,Broken Muni Meter,Street,,NEW YORK
March,NYPD,Blocked Driveway,Street/Sidewalk,BEACH STREET,STATEN ISLAND
March,HPD,GENERAL,RESIDENTIAL BUILDING,EAST    7 STREET,NEW YORK
March,DPR,Root/Sewer/Sidewalk Condition,Street,SIMONSON STREET,ELMHURST
March,NYPD,Blocked Driveway,Street/Sidewalk,FORT HAMILTON PARKWAY,BROOKLYN
March,DEP,Noise,,EAST   89 STREET,NEW YORK
March,NYPD,Noise - Commercial,Club/Bar/Restaurant,BROADWAY,ASTORIA
March,NYPD,Noise - Park,Park/Playground,,WOODSIDE
March,DOHMH,Rodent,1-2 Family Dwelling,ALDERTON STREET,Rego Park
March,DOT,Street Light Condition,,10 STREET,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,EAST 199 STREET,BRONX
March,NYPD,Noise - Residential,Residential Building/House,DUMONT AVENUE,BROOKLYN
March,DEP,Noise,,QUEENS BOULEVARD,Forest Hills
March,NYPD,Noise - Residential,Residential Building/House,STANLEY AVENUE,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
March,DOT,Street Condition,,,STATEN ISLAND
March,DOB,General Construction/Plumbing,,37 STREET,Astoria
March,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,LEXINGTON AVENUE,NEW YORK
March,DOB,General Construction/Plumbing,,37 STREET,Astoria
March,DOT,Street Condition,Street,,ELMHURST
March,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST  139 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,VERNON BOULEVARD,LONG ISLAND CITY
March,DPR,Damaged Tree,Street,ROGERS AVENUE,BROOKLYN
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  206 STREET,BRONX
March,NYPD,Noise - Residential,Residential Building/House,WEST 137 STREET,NEW YORK
March,DOHMH,Food Establishment,Restaurant/Bar/Deli/Bakery,EXTERIOR STREET,BRONX
March,DPR,Damaged Tree,Street,JEFFERSON AVENUE,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,GRAND AVENUE,BRONX
March,DEP,Noise,,3 AVENUE,NEW YORK
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,FT WASHINGTON AVENUE,NEW YORK
March,DEP,Noise,,NEUTRAL AVENUE,STATEN ISLAND
March,DOT,Street Condition,,SLOSSON AVENUE,STATEN ISLAND
March,DEP,Water System,,EAST   97 STREET,NEW YORK
March,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,ANTHONY AVENUE,BRONX
March,DSNY,Missed Collection (All Materials),Sidewalk,COFFEY STREET,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,147 STREET,JAMAICA
March,DSNY,Dirty Conditions,Sidewalk,114 DRIVE,Saint Albans
March,HPD,PLUMBING,RESIDENTIAL BUILDING,LOTT AVENUE,BROOKLYN
March,DOT,Street Condition,,79 STREET,BROOKLYN
March,NYPD,Noise - Residential,Residential Building/House,WEST 111 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,WEST 176 STREET,NEW YORK
March,DOB,Building/Use,,NICHOLS AVENUE,BROOKLYN
March,NYPD,Noise - Commercial,Store/Commercial,WEST 109 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,12 STREET,ASTORIA
March,NYPD,Noise - Residential,Residential Building/House,BRONX RIVER AVENUE,BRONX
March,NYPD,Noise - Commercial,Store/Commercial,WEST 48 STREET,NEW YORK
March,NYPD,Noise - Residential,Residential Building/House,TOWNSEND AVENUE,BRONX
March,NYPD,Noise - Commercial,Store/Commercial,LEXINGTON AVENUE,NEW YORK
March,NYPD,Noise - Vehicle,Street/Sidewalk,OXFORD AVENUE,BRONX
March,DEP,Sewer,,,Queens Village
March,DSNY,Dirty Conditions,Sidewalk,SEWARD AVENUE,BRONX
March,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
March,DOT,Broken Muni Meter,Street,,BRONX
March,NYPD,Illegal Parking,Street/Sidewalk,60 STREET,BROOKLYN
March,DOT,Street Light Condition,,,
March,HPD,OUTSIDE BUILDING,RESIDENTIAL BUILDING,WEST END AVENUE,NEW YORK
March,DOT,Traffic Signal Condition,,,Forest Hills
